amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
49.7,1.95,2,11.28,2,0.13,1970.66,2.31
151.71,469.31,1,11.5,1,0.13,1500.53,0.69
52.99,6.12,3,14.59,1,0.26,1758.83,4.31
26.21,7.13,1,10.6,0,0.26,732.14,5.12
156.71,1.19,1,11.27,3,0.17,699.23,7.65
74.9,18.23,1,13.5,1,0.1,443.44,15.13
22.97,1.09,1,13.83,0,0.06,679.73,1.55
43.35,0.46,3,12.89,3,0.11,1194.47,53.84
25.93,3.69,2,13.17,0,0.2,372.6,6.74
17.72,193.93,1,11.13,1,0.2,252.6,32.29
100.15,3.72,1,14.89,2,0.29,2128.95,4.97
209.37,0.14,1,10.0,1,0.17,27.69,2.18
17.52,36.09,1,13.67,2,0.19,2728.74,6.41
76.27,4.02,2,17.56,3,0.03,1900.54,0.35
30.69,3.93,2,13.27,1,0.14,1074.97,5.39
34.7,33.45,1,11.2,0,0.12,1425.87,8.43
32.06,21.14,1,13.77,0,0.09,915.67,96.89
26.15,17.81,1,13.38,1,0.19,850.88,2.86
51.85,35.12,3,14.37,0,0.48,1046.44,0.48
26.81,3.6,1,14.34,2,0.32,10.0,0.47
61.24,10.29,1,15.92,2,0.13,1798.71,0.16
48.15,7.32,1,13.0,1,0.19,1694.2,0.6
41.8,9.09,1,12.33,5,0.2,666.22,8.33
25.31,315.81,1,12.38,1,0.13,270.41,6.46
32.44,13.22,2,12.69,3,0.35,406.92,11.07
88.11,0.88,3,14.57,4,0.13,557.07,15.88
72.8,36.64,1,11.23,2,0.37,173.18,0.7
24.02,3.93,1,12.11,2,0.25,936.64,0.35
53.87,21.2,2,14.1,0,0.19,164.67,6.64
87.84,16.91,2,16.41,0,0.17,1149.77,1.83
14.3,23.1,1,12.23,3,0.29,829.77,1.68
75.15,2.02,2,14.7,1,0.15,1806.76,7.55
30.42,1.23,2,13.58,2,0.07,507.66,7.01
76.71,313.82,1,15.01,1,0.17,2362.92,11.39
28.21,2.4,1,14.12,1,0.38,1058.31,8.96
12.91,8.68,2,14.05,1,0.06,10.0,1.63
14.75,1.51,2,19.11,3,0.23,575.1,1.31
51.84,16.06,1,19.86,3,0.17,3410.65,5.45
60.75,7.06,1,13.47,3,0.1,3235.26,3.85
25.38,17.11,1,12.17,1,0.19,847.64,5.49
80.72,17.64,2,14.48,0,0.08,1084.95,11.35
14.38,33.7,1,15.21,3,0.19,270.12,0.91
47.58,10.29,1,16.64,1,0.23,387.59,13.66
20.16,10.83,2,9.51,2,0.05,503.34,21.65
30.67,3.13,1,13.18,0,0.24,533.74,1.43
51.81,0.3,2,12.98,1,0.06,1227.26,2.07
26.22,2.28,1,12.39,2,0.36,79.14,1.55
37.47,17.76,1,11.01,3,0.09,46.85,1.82
106.35,154.66,1,13.55,2,0.09,735.18,0.51
32.44,6.9,3,15.41,1,0.16,864.01,10.53
93.58,18.85,2,11.51,2,0.04,490.14,19.58
21.43,1.63,1,14.18,1,0.32,1374.05,18.09
74.39,6.2,3,14.84,4,0.13,184.41,0.55
147.41,50.15,2,17.29,2,0.07,3650.0,0.27
7.83,4.6,1,15.27,1,0.19,431.55,0.37
27.5,14.7,1,13.83,1,0.08,402.87,0.88
77.08,1.64,1,14.62,5,0.33,499.77,0.4
42.94,6.27,2,15.53,2,0.13,1812.06,4.15
66.05,3.08,2,14.24,2,0.19,248.88,6.38
31.79,3.31,1,15.57,2,0.4,609.28,0.9
53.35,19.76,1,13.34,3,0.37,309.14,3.04
44.49,19.69,1,16.4,2,0.61,43.34,1.77
120.04,0.48,1,12.98,0,0.08,457.64,1.58
60.51,28.37,1,12.63,7,0.18,79.02,1.78
64.41,7.75,1,13.06,1,0.13,3515.74,2.65
36.71,19.72,1,12.06,3,0.34,151.72,3.59
34.69,0.26,3,15.51,3,0.36,3650.0,9.74
36.15,3.77,1,10.86,2,0.56,616.35,5.74
67.21,1.85,1,13.13,2,0.31,181.28,8.35
36.46,14.13,1,14.65,3,0.15,308.89,24.46
62.14,270.19,1,14.02,2,0.16,489.44,3.98
237.12,3.22,2,13.92,2,0.2,1134.54,5.33
96.1,15.22,1,13.71,5,0.07,1250.51,1.94
39.15,1.24,1,14.33,0,0.14,246.11,30.88
123.09,16.0,1,11.99,1,0.68,219.91,4.26
36.82,2.66,1,13.04,1,0.33,2445.25,5.56
10.84,18.33,1,13.48,0,0.08,601.71,0.75
23.48,3.5,2,14.91,2,0.18,444.73,3.86
12.29,10.76,1,15.89,2,0.19,983.82,17.59
38.41,13.36,2,13.74,3,0.12,796.07,3.01
50.7,1.69,1,15.47,0,0.15,2248.48,5.21
175.8,9.14,1,14.18,2,0.08,172.54,0.69
63.89,1.21,1,13.86,2,0.23,600.53,5.57
42.42,16.32,3,15.57,2,0.23,222.53,92.42
93.14,23.72,1,11.1,2,0.36,112.71,0.85
9.52,2.61,1,14.88,1,0.13,340.08,1.54
59.66,14.33,1,12.63,2,0.25,70.03,3.48
89.14,1.47,2,16.08,2,0.12,922.71,3.31
16.5,20.43,1,12.68,1,0.34,1907.47,1.51
117.9,3.74,3,13.38,1,0.25,359.81,5.47
64.45,7.92,2,10.87,0,0.06,1002.07,5.62
36.62,21.15,2,14.73,1,0.2,139.02,1.97
80.37,3.07,1,13.16,1,0.17,267.62,2.89
274.53,22.85,2,12.93,0,0.31,1126.56,9.08
57.31,13.3,1,14.05,1,0.28,2518.79,3.44
60.23,7.4,1,10.66,2,0.2,19.21,2.72
35.43,1.72,3,12.61,1,0.34,1029.31,0.1
26.43,16.6,1,13.63,0,0.08,1219.4,6.14
93.2,3.35,3,16.93,2,0.21,910.01,1.33
26.31,26.82,1,14.37,1,0.06,557.78,3.67
52.76,1.0,3,14.79,2,0.15,3650.0,24.37
34.95,79.37,1,14.12,1,0.23,318.5,0.12
71.61,478.01,2,20.82,1,0.12,628.15,0.81
64.22,473.25,1,15.8,1,0.3,1119.99,14.27
108.87,437.38,1,9.93,3,0.36,10.0,8.03
34.11,8.57,2,14.44,2,0.15,448.11,7.56
40.84,15.52,2,16.18,1,0.04,499.18,3.03
24.0,2.49,1,11.1,0,0.32,10.61,5.75
35.83,10.83,1,14.21,1,0.06,26.51,2.18
66.35,15.94,1,12.92,3,0.24,3650.0,4.4
88.21,9.68,1,12.29,1,0.13,115.37,7.48
25.04,14.64,1,16.67,2,0.03,269.49,81.58
95.99,1.22,2,12.67,4,0.26,149.22,5.05
138.21,146.95,1,12.69,0,0.2,720.89,3.34
68.18,387.18,1,12.2,0,0.37,1331.98,2.72
204.31,17.58,3,11.82,2,0.14,80.1,6.63
27.99,11.76,1,12.91,2,0.13,881.88,3.3
19.66,4.25,1,12.81,2,0.12,435.45,12.74
13.17,13.17,2,11.62,5,0.14,674.44,0.67
153.55,18.94,2,13.95,1,0.06,309.22,5.69
81.68,13.88,2,8.94,1,0.05,1993.06,20.2
47.96,4.25,2,14.2,2,0.24,602.15,0.62
61.68,0.48,1,15.95,5,0.1,174.96,20.27
21.5,8.94,1,12.94,1,0.22,1569.32,0.71
313.04,3.1,2,14.71,2,0.01,1393.63,0.78
55.09,2.26,1,13.49,2,0.13,663.41,4.73
54.28,3.1,1,18.7,1,0.21,1278.94,1.59
86.17,324.37,2,15.95,0,0.07,921.5,0.25
71.72,8.73,2,12.27,0,0.49,180.13,8.53
59.14,142.04,1,16.58,3,0.02,3650.0,1.13
27.64,3.91,3,18.82,3,0.07,1479.97,11.19
71.21,28.68,2,13.57,2,0.33,1097.96,11.54
205.11,2.91,3,14.97,3,0.07,1778.65,3.07
137.15,254.7,3,16.03,0,0.03,2632.7,14.54
165.16,4.49,1,11.76,1,0.27,862.25,0.5
34.08,239.76,2,10.33,1,0.28,887.77,7.16
23.8,6.2,2,14.32,0,0.09,23.76,3.4
45.5,19.43,2,12.36,2,0.09,535.97,1.78
52.13,20.54,2,13.56,3,0.43,710.74,13.74
113.6,126.41,1,16.05,1,0.13,266.85,4.65
14.05,7.46,1,15.13,2,0.11,445.58,4.14
157.46,3.43,1,15.12,0,0.16,456.18,0.47
44.41,0.62,2,13.74,0,0.3,458.61,8.86
36.3,19.17,2,12.71,0,0.14,3118.69,1.8
23.4,10.62,1,12.58,0,0.16,885.58,7.4
14.45,5.82,1,17.49,1,0.3,376.71,1.81
92.7,128.81,2,18.51,2,0.1,363.42,1.19
52.83,2.45,1,16.16,2,0.13,1876.5,0.3
19.0,242.87,1,13.44,0,0.19,1026.47,6.42
18.93,2.41,1,11.77,0,0.33,1904.14,6.94
38.87,3.81,3,19.44,1,0.08,1031.86,0.01
174.83,15.49,2,14.91,0,0.01,2461.94,1.17
41.15,3.39,1,14.86,2,0.09,514.58,79.38
16.19,7.15,1,12.8,1,0.45,1848.17,0.33
41.58,14.88,2,15.38,1,0.1,193.48,2.87
40.75,5.26,2,13.58,1,0.23,1107.01,1.02
6.62,22.81,2,11.89,0,0.15,452.19,5.96
48.0,5.29,1,13.32,0,0.08,744.39,2.66
42.05,10.54,1,14.81,1,0.12,1333.87,1.66
84.28,20.47,3,17.07,1,0.29,831.16,14.58
200.08,9.49,1,10.85,1,0.19,1309.34,8.33
116.39,5.08,1,11.52,3,0.04,37.25,9.55
40.87,8.3,2,13.15,5,0.05,510.33,54.21
21.8,21.63,3,12.13,0,0.11,3083.2,2.86
344.48,12.08,2,14.01,0,0.31,1434.35,1.33
52.27,14.59,2,13.02,2,0.14,659.9,0.99
50.53,3.45,1,14.25,1,0.14,1233.04,7.22
49.1,132.26,1,14.33,1,0.16,27.34,15.91
58.01,1.52,1,11.29,2,0.15,346.16,14.81
44.87,1.78,1,13.58,1,0.14,2333.68,1.98
32.52,10.33,1,12.4,4,0.15,685.96,0.64
33.18,1.33,2,16.28,1,0.16,3050.11,81.32
48.79,0.73,1,12.64,1,0.27,307.88,11.39
33.26,20.38,1,13.01,4,0.43,1798.2,1.26
29.29,264.76,1,12.18,3,0.07,19.76,9.7
54.15,16.59,2,13.94,3,0.13,10.0,1.27
41.3,25.1,1,13.7,0,0.11,147.1,10.73
154.47,5.37,2,16.96,3,0.21,303.17,8.29
6.85,7.94,1,13.94,4,0.1,43.54,23.25
113.37,0.96,2,16.69,2,0.07,237.49,10.02
127.31,7.52,2,17.08,1,0.2,2063.18,19.9
10.56,1.48,1,13.29,0,0.19,2470.26,2.54
38.67,9.9,2,13.65,0,0.09,126.02,6.07
37.84,2.43,1,12.85,2,0.14,378.9,2.63
17.4,19.13,2,11.54,0,0.54,941.01,1.41
27.9,11.44,2,18.72,2,0.32,1081.6,3.0
21.74,4.08,1,12.86,2,0.12,28.18,11.23
186.09,59.0,1,12.2,2,0.29,2431.48,3.06
100.86,2.21,1,11.88,2,0.08,557.13,5.95
129.76,101.6,3,12.75,1,0.04,581.99,0.55
85.91,2.47,1,13.39,1,0.16,89.41,3.04
21.44,15.58,2,16.49,1,0.36,744.65,5.26
33.74,11.78,2,17.63,0,0.15,885.63,2.57
72.17,7.91,2,9.84,3,0.42,610.75,14.03
19.99,7.0,1,17.18,3,0.21,2186.28,15.24
85.35,6.23,1,17.36,2,0.39,115.14,4.78
41.75,13.91,1,12.76,3,0.11,204.25,0.3
37.75,6.92,1,12.18,2,0.21,470.32,4.01
85.22,3.76,1,15.04,1,0.11,939.5,6.93
69.77,3.38,1,12.72,1,0.69,551.64,11.47
38.14,7.0,1,17.0,2,0.11,1903.17,5.41
119.29,3.78,1,14.98,4,0.01,239.08,1.7
22.23,5.57,1,12.49,1,0.16,274.21,6.04
79.36,4.93,1,14.58,3,0.44,2222.38,1.41
78.01,3.36,1,14.14,3,0.21,631.39,10.46
39.64,3.98,1,10.16,1,0.39,1055.75,0.27
63.86,8.66,1,12.03,2,0.16,471.13,1.81
19.56,4.82,2,12.68,1,0.51,470.49,3.59
99.99,0.29,1,14.76,3,0.58,156.45,3.29
43.53,3.28,3,15.13,0,0.09,2183.01,2.57
33.78,14.87,1,16.41,1,0.52,1751.08,12.39
109.81,5.18,3,12.59,2,0.09,767.56,1.19
29.48,314.14,2,11.04,2,0.1,39.63,0.32
17.39,0.82,2,12.31,2,0.02,254.89,5.66
15.56,400.49,3,12.59,0,0.15,212.45,1.87
78.77,7.76,1,12.4,3,0.12,769.79,26.74
19.14,284.26,1,13.96,1,0.31,171.69,1.29
186.44,14.9,1,15.4,3,0.26,566.85,1.79
10.49,6.48,1,13.18,1,0.06,216.54,2.92
178.46,19.0,1,15.0,2,0.04,337.19,16.68
58.57,9.58,1,15.94,2,0.16,358.69,2.93
46.5,0.55,1,13.98,1,0.25,257.95,3.7
33.23,5.37,1,11.73,3,0.31,305.3,1.34
67.45,92.75,1,13.44,1,0.27,167.5,11.03
48.61,139.74,2,16.04,1,0.15,1483.83,2.18
114.38,8.05,3,15.26,2,0.11,3601.19,2.89
54.47,6.13,1,11.87,0,0.39,1522.76,0.85
55.97,3.62,1,16.35,2,0.2,456.45,3.23
38.07,5.69,1,13.34,1,0.05,1412.08,4.46
47.91,30.34,2,11.85,0,0.11,64.96,5.86
62.98,15.46,1,13.94,5,0.37,436.42,9.92
13.87,139.34,3,10.95,0,0.09,505.6,9.84
18.19,7.56,1,15.3,0,0.16,12.85,0.18
87.31,7.41,1,16.29,2,0.03,2998.0,10.83
56.84,2.85,3,12.0,2,0.2,624.53,4.14
43.56,19.6,3,13.66,1,0.04,3650.0,0.71
50.7,12.79,2,15.74,1,0.16,327.29,0.35
64.89,1.77,1,11.34,0,0.09,3650.0,5.1
33.35,0.21,2,11.56,4,0.22,949.8,93.13
27.89,35.89,1,13.53,4,0.2,538.24,34.17
57.91,35.35,1,13.44,2,0.24,1786.62,1.21
24.0,0.77,1,14.1,1,0.24,780.29,42.22
67.91,1.17,1,13.79,4,0.19,1753.07,9.27
13.94,0.53,2,11.34,1,0.12,704.8,0.09
108.19,11.39,1,10.77,3,0.35,542.23,3.54
71.27,0.01,3,11.36,0,0.21,936.95,1.15
60.58,32.5,1,15.01,1,0.03,1412.06,6.17
104.48,1.75,1,15.9,0,0.38,48.25,4.74
174.36,7.91,2,13.82,1,0.24,515.86,2.85
107.0,6.67,2,15.42,1,0.34,184.83,10.77
12.57,6.79,3,12.78,2,0.15,2992.5,4.92
19.15,18.05,2,13.27,0,0.49,3577.18,0.93
31.29,3.65,1,15.85,2,0.28,2405.73,8.02
50.99,7.02,3,14.93,1,0.24,719.51,2.19
73.72,10.24,3,14.35,1,0.11,1410.27,5.54
29.01,445.94,1,13.71,1,0.13,2552.51,7.1
57.52,3.08,1,11.68,0,0.12,2052.55,9.64
28.37,246.46,1,14.17,0,0.06,767.23,6.79
31.61,7.88,1,14.62,1,0.29,161.23,6.77
17.41,1.55,3,18.42,1,0.11,2405.52,8.33
25.02,2.97,1,13.84,5,0.31,1717.99,2.29
18.14,16.35,2,13.26,1,0.11,512.99,15.94
24.05,2.4,1,14.56,1,0.36,624.02,3.55
110.2,10.82,1,16.9,3,0.25,3650.0,6.94
24.53,12.0,2,14.7,2,0.04,919.78,5.22
360.07,5.96,1,13.64,2,0.23,185.66,0.63
72.39,6.04,1,12.43,2,0.12,178.61,18.42
57.43,0.6,3,12.33,1,0.12,67.15,96.85
26.27,3.05,2,15.56,2,0.08,886.22,1.14
84.54,0.52,1,13.42,0,0.38,27.23,0.89
32.47,450.89,1,18.01,2,0.24,1697.63,1.41
54.79,1.18,1,14.17,0,0.46,383.17,0.67
341.07,7.58,2,14.98,3,0.11,419.23,4.85
46.52,52.04,2,12.89,0,0.2,1430.6,22.06
118.39,4.48,1,12.36,1,0.34,111.7,0.77
29.51,10.61,2,15.53,3,0.06,751.49,0.88
48.7,4.28,1,16.39,4,0.33,461.92,1.14
188.69,8.47,1,12.01,2,0.31,106.31,1.21
31.24,160.66,1,12.53,3,0.35,352.93,0.11
194.68,17.75,1,12.68,2,0.03,991.23,12.87
85.02,11.96,1,15.35,0,0.37,1088.14,0.98
32.79,2.53,2,14.72,1,0.27,134.93,0.65
80.34,269.63,1,13.8,1,0.21,2790.91,0.85
103.69,1.17,2,12.44,3,0.54,202.6,4.42
79.71,427.78,2,17.22,0,0.05,1088.18,5.28
15.4,2.04,2,15.96,1,0.18,393.7,2.98
28.98,0.17,1,10.01,3,0.46,1213.1,2.41
41.53,6.54,1,15.71,1,0.22,1677.58,3.12
47.29,8.17,2,13.42,4,0.31,84.18,10.74
79.64,5.61,1,12.8,3,0.15,1594.57,2.58
57.13,33.66,2,15.53,2,0.05,129.0,0.3
18.37,13.06,1,14.7,3,0.36,731.76,10.22
66.5,17.23,1,14.18,1,0.35,412.49,8.61
79.04,4.23,2,12.2,1,0.28,366.85,72.81
76.09,15.43,3,16.03,1,0.19,165.11,7.68
112.46,161.39,1,11.53,3,0.12,1128.95,5.29
93.45,4.32,1,15.55,1,0.06,360.53,36.92
70.56,13.4,2,14.18,0,0.17,704.21,1.92
47.44,7.72,1,13.93,2,0.31,15.25,1.1
14.39,216.82,1,12.9,2,0.21,927.04,1.98
69.01,22.03,1,14.33,2,0.32,1130.82,0.78
58.43,27.39,1,11.25,1,0.13,64.37,12.56
61.3,13.25,1,16.47,1,0.14,760.4,1.63
19.19,18.18,1,13.19,3,0.38,1252.65,0.51
22.23,6.67,3,12.62,1,0.15,152.66,2.27
110.15,5.52,2,13.61,3,0.04,44.77,2.74
48.54,441.4,3,13.25,1,0.23,215.07,3.54
83.36,0.1,1,16.49,1,0.15,433.33,9.87
51.07,16.21,1,10.53,1,0.25,556.12,11.12
51.13,10.64,3,13.85,1,0.11,75.64,2.05
101.06,9.18,1,17.17,1,0.41,3650.0,1.87
33.95,5.12,2,14.14,1,0.16,1169.31,8.72
53.74,2.49,1,14.38,0,0.12,143.57,0.19
35.35,101.89,2,13.94,0,0.12,1596.78,0.3
36.09,10.83,3,12.7,0,0.16,385.52,0.94
39.65,34.65,1,15.08,0,0.16,470.23,0.64
59.06,27.24,1,13.62,1,0.26,75.23,2.08
34.92,16.98,1,14.28,1,0.15,549.72,2.2
128.23,10.83,1,15.1,1,0.09,80.98,0.97
25.56,18.26,1,14.88,3,0.37,1140.26,1.05
43.46,0.71,2,14.19,2,0.09,420.63,1.91
35.95,422.51,1,15.8,2,0.09,351.4,6.28
148.01,4.96,1,16.02,1,0.02,1045.11,4.11
57.94,14.5,1,15.57,1,0.52,1165.11,4.34
108.41,15.32,1,16.11,1,0.18,1018.21,1.48
16.41,13.92,1,16.71,2,0.16,1554.48,5.48
61.09,22.37,2,11.59,2,0.27,1016.92,3.41
97.44,0.78,2,19.52,0,0.05,2902.2,2.25
53.18,20.6,1,14.31,1,0.18,835.22,1.84
111.18,10.7,1,13.51,4,0.13,2161.91,5.4
33.92,46.38,2,14.34,1,0.13,3248.74,0.07
143.89,6.57,1,11.05,3,0.36,178.76,3.07
280.39,17.73,1,14.47,1,0.24,1129.45,1.14
38.09,10.48,2,12.41,2,0.43,1067.54,10.62
35.8,0.22,1,14.15,2,0.03,2036.33,76.61
148.72,17.79,1,14.29,1,0.25,411.0,12.59
163.48,0.6,3,12.81,0,0.52,500.82,0.98
33.78,7.24,1,10.39,3,0.37,48.3,0.57
36.48,444.0,3,14.55,1,0.25,1453.62,2.08
40.48,10.29,1,14.0,3,0.17,309.6,5.39
18.24,9.11,2,14.38,0,0.22,2644.57,0.59
25.1,2.72,1,13.16,3,0.12,1087.78,8.8
23.55,0.21,1,12.69,3,0.06,404.41,4.78
28.11,5.65,2,13.57,1,0.19,1705.73,2.3
48.72,28.9,2,14.28,0,0.08,1700.12,8.6
59.6,2.68,1,15.35,2,0.06,176.21,0.31
159.96,4.19,2,12.38,2,0.39,780.57,0.67
23.65,18.83,1,15.58,3,0.34,10.19,2.53
104.61,7.24,2,15.31,1,0.31,421.72,4.02
42.59,9.06,2,15.04,0,0.16,1185.46,1.77
48.18,2.77,1,17.66,0,0.16,400.62,0.59
82.94,2.79,1,10.48,0,0.32,143.83,58.56
21.54,6.97,1,17.9,3,0.09,861.14,5.95
66.61,0.4,3,12.69,0,0.27,3257.13,6.74
56.65,324.87,1,14.48,2,0.31,532.63,0.99
72.34,343.79,2,14.09,3,0.1,2501.06,12.78
62.11,4.55,1,11.32,0,0.1,2359.65,7.13
315.29,14.04,2,15.06,2,0.18,1104.14,1.05
30.99,0.41,2,15.73,2,0.22,72.98,1.01
33.57,5.66,2,14.84,1,0.06,1060.86,1.17
31.33,18.54,3,11.05,1,0.3,894.15,3.37
32.96,90.18,1,11.52,1,0.44,870.83,1.25
31.0,1.32,1,12.61,0,0.22,413.14,0.67
121.97,42.0,3,16.55,3,0.03,1388.51,10.11
145.1,9.8,1,14.19,1,0.21,2145.19,3.79
32.59,26.05,2,10.0,1,0.16,1123.28,16.85
26.78,21.98,2,18.13,1,0.23,160.1,2.24
71.21,28.01,2,17.0,0,0.09,1535.37,11.81
33.04,6.23,1,11.83,2,0.21,170.18,6.13
80.38,351.14,1,13.18,1,0.35,1608.71,12.12
58.22,2.7,2,13.43,2,0.14,935.92,0.43
16.04,1.13,1,15.05,0,0.05,419.67,5.54
159.6,248.44,2,14.4,0,0.16,836.03,0.93
192.28,11.46,1,12.64,4,0.18,1733.57,0.76
31.58,6.32,1,16.62,3,0.45,716.79,5.54
37.38,3.27,1,17.49,2,0.08,647.25,11.08
61.96,5.22,3,13.9,1,0.18,238.6,4.05
64.26,24.67,1,12.85,1,0.22,455.5,1.78
81.94,11.97,1,17.19,1,0.08,733.57,12.85
225.81,0.09,3,9.61,3,0.09,121.36,1.24
43.79,10.36,2,12.21,1,0.21,1246.45,5.67
27.48,440.87,3,15.96,1,0.05,2252.88,4.67
17.77,7.04,1,16.78,2,0.48,1562.43,0.03
28.9,3.66,2,13.36,2,0.12,666.26,11.99
48.77,22.1,1,18.56,0,0.23,10.0,2.13
192.09,16.73,2,9.11,2,0.18,609.15,0.43
33.91,2.69,2,16.19,2,0.23,132.13,14.2
59.14,10.5,1,14.17,1,0.07,1354.89,1.02
49.39,7.16,1,13.03,2,0.19,135.79,1.87
121.91,6.24,2,15.76,1,0.38,131.46,0.17
332.69,1.18,1,13.22,1,0.27,719.53,13.53
33.58,253.91,2,11.83,3,0.07,275.78,7.49
34.64,10.82,1,14.23,2,0.28,276.38,12.57
109.41,7.05,3,13.89,1,0.16,3209.26,1.11
83.38,9.31,1,12.44,4,0.15,348.17,0.76
199.75,3.09,1,12.85,3,0.33,2517.11,7.66
77.48,3.93,1,13.17,0,0.07,264.72,6.51
38.19,1.77,1,10.75,0,0.17,2286.86,8.63
77.87,417.46,1,10.62,2,0.17,227.48,1.91
114.84,5.24,1,15.87,3,0.11,192.07,60.81
92.52,6.24,1,11.15,5,0.15,325.2,4.98
73.15,257.32,2,13.96,2,0.18,547.63,0.11
111.28,4.98,1,10.26,0,0.13,234.03,0.48
120.18,181.33,2,17.01,1,0.27,958.03,3.78
140.98,13.24,1,13.46,0,0.46,631.51,6.32
81.33,1.52,1,16.24,0,0.25,774.09,0.32
44.11,21.65,1,18.23,5,0.24,1092.62,2.95
55.82,4.32,2,11.42,0,0.42,619.83,0.56
123.58,2.98,1,12.64,1,0.15,99.18,0.43
27.09,7.34,1,15.74,0,0.22,436.09,1.01
65.93,22.38,1,12.73,0,0.06,729.42,0.39
37.23,24.21,1,14.58,2,0.4,197.15,1.04
51.09,54.93,1,14.21,2,0.12,678.77,1.84
130.43,7.06,1,9.31,1,0.07,131.53,2.41
57.71,32.91,1,15.89,0,0.29,434.41,0.49
51.77,1.71,2,13.73,1,0.27,1825.58,4.08
18.03,398.69,1,11.61,1,0.49,48.11,6.2
87.51,365.21,1,17.09,1,0.17,37.15,1.19
81.14,0.67,1,12.59,3,0.01,509.49,5.39
253.27,19.78,1,12.48,1,0.18,2460.07,3.53
39.69,470.04,1,10.4,4,0.06,953.15,1.14
58.93,15.6,2,15.19,0,0.09,1162.08,12.14
60.28,3.44,2,14.08,1,0.25,813.22,10.03
163.22,21.9,1,10.52,3,0.1,1492.32,41.89
46.55,414.77,1,14.49,3,0.02,523.62,3.13
61.64,22.75,1,15.66,3,0.24,1382.49,6.58
78.88,17.72,1,14.92,3,0.22,2721.05,3.12
57.51,0.41,3,16.65,0,0.28,423.11,0.73
35.77,194.8,2,12.79,0,0.15,528.78,0.59
57.83,0.46,1,17.54,2,0.28,192.43,71.82
111.86,1.7,3,14.01,1,0.09,125.27,15.87
23.15,3.84,1,15.6,3,0.66,1384.99,96.45
55.24,4.46,1,16.56,5,0.26,886.99,2.21
29.58,4.63,1,19.3,0,0.24,1258.27,2.01
122.52,13.61,1,11.84,1,0.12,184.07,2.94
15.95,7.81,2,12.52,1,0.16,1415.37,12.7
32.88,11.36,2,14.38,2,0.06,376.82,2.08
66.35,16.31,2,13.26,2,0.13,967.21,40.93
161.77,18.65,1,12.4,0,0.06,1880.67,2.14
47.59,302.62,2,10.95,3,0.31,955.56,5.54
32.97,0.87,2,14.25,1,0.1,187.93,3.83
204.98,3.08,1,15.59,0,0.05,693.29,4.53
16.88,1.59,1,14.7,2,0.21,291.82,2.73
9.61,11.63,2,10.74,1,0.61,804.83,12.91
69.55,33.74,2,10.79,1,0.18,82.33,77.51
34.31,5.46,2,14.12,2,0.26,3650.0,0.58
23.25,21.98,1,13.52,3,0.18,968.45,0.68
85.05,0.51,1,13.36,2,0.14,480.68,2.44
60.03,0.89,2,13.44,2,0.07,422.94,7.09
32.75,303.46,2,13.0,2,0.32,869.75,3.45
19.14,15.89,1,14.3,3,0.15,1115.12,1.02
96.19,9.51,1,16.2,1,0.19,267.11,8.45
81.42,7.95,3,12.13,3,0.06,800.63,3.56
46.42,1.62,3,14.91,3,0.05,1943.53,3.85
199.74,5.54,2,14.17,3,0.1,1662.42,12.45
22.41,2.77,1,10.43,3,0.3,203.96,1.89
15.92,4.1,2,12.69,4,0.04,483.26,2.34
29.76,6.68,1,14.02,1,0.08,1564.41,5.94
48.32,1.78,2,18.33,1,0.23,369.81,6.83
60.01,0.88,1,12.55,1,0.17,1464.49,8.73
41.72,8.52,2,12.78,1,0.19,1235.42,0.22
65.11,14.77,2,14.83,1,0.17,201.8,10.59
19.56,33.94,2,13.77,0,0.29,1193.55,3.6
147.65,20.72,1,11.48,2,0.09,1815.5,9.06
47.01,445.3,1,10.53,0,0.08,2376.93,1.05
115.58,17.49,2,10.28,1,0.36,280.92,1.47
64.66,282.34,1,15.7,0,0.17,3650.0,7.48
70.43,8.69,1,11.94,2,0.21,673.91,6.7
76.66,0.34,3,18.74,0,0.22,289.7,2.66
69.95,2.29,1,12.94,0,0.2,1279.68,3.78
80.97,3.99,2,15.54,1,0.05,1248.02,5.79
135.49,0.22,1,11.68,2,0.1,952.46,3.03
57.94,4.65,2,14.38,2,0.15,156.43,12.43
85.1,2.07,2,16.83,3,0.11,32.48,3.79
46.75,16.8,2,13.3,1,0.03,1329.29,19.67
147.25,2.88,3,11.83,2,0.2,429.4,1.19
30.11,181.29,1,13.26,2,0.07,102.79,8.53
193.01,9.92,2,13.57,1,0.07,2675.89,0.02
48.52,4.38,2,12.03,1,0.16,2607.43,7.9
17.1,7.09,1,17.31,1,0.13,1028.02,1.52
55.04,1.35,1,14.04,4,0.21,278.06,0.39
30.0,21.99,3,16.56,2,0.1,3650.0,0.13
93.93,17.29,1,16.15,0,0.33,275.83,7.75
30.65,11.48,1,17.4,2,0.05,10.69,1.21
35.78,7.54,1,11.48,3,0.06,2297.83,3.2
12.12,0.33,1,15.29,1,0.11,218.33,0.0
35.62,1.72,2,12.99,4,0.23,993.61,0.59
8.12,0.74,1,13.72,0,0.08,272.26,8.23
15.24,5.72,1,11.84,2,0.12,592.18,2.72
88.44,20.24,2,18.65,3,0.04,515.93,11.24
90.14,4.52,1,12.53,2,0.23,469.94,0.31
68.79,7.27,2,15.31,2,0.1,382.47,0.14
